EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,SalaryBand,PercentSalaryHike,StockOptionLevel,BusinessTravel,DistanceFromHome,OverTime,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotedRecently,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,PerformanceRating,Attrition,PredictedAttritionRisk,RiskTier
1692,24,Male,Married,Research & Development,Manufacturing Director,Other,3,1,3024,3K-6K,15,1,Non-Travel,1,No,2,1,1,0-1 yr,0,1,0,Promoted <=1yr,4,4,1,4,3,3,3,Yes,0.5461,High
1693,33,Male,Married,Research & Development,Research Scientist,Life Sciences,3,2,4749,3K-6K,13,1,Travel_Rarely,10,No,10,1,0,0-1 yr,0,0,0,Promoted <=1yr,2,4,1,4,3,3,3,No,0.3122,Moderate
1694,40,Female,Married,Sales,Manager,Other,4,4,13071,10K-15K,15,2,Travel_Rarely,1,No,17,4,5,4-6 yr,5,3,1,Not Recently Promoted,2,4,4,2,3,3,3,No,0.1129,Low
1695,32,Male,Divorced,Research & Development,Healthcare Representative,Other,2,2,6546,6K-10K,19,0,Non-Travel,29,No,10,5,1,0-1 yr,1,0,1,Promoted <=1yr,3,4,4,2,2,3,3,No,0.4951,Moderate
1696,39,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,4,8050,6K-10K,12,2,Travel_Rarely,3,No,18,2,6,4-6 yr,2,0,0,Promoted <=1yr,3,2,3,4,4,3,3,No,0.2355,Low
1697,27,Male,Divorced,Research & Development,Manufacturing Director,Medical,1,2,6382,6K-10K,17,1,Non-Travel,2,No,6,7,1,0-1 yr,0,1,1,Promoted <=1yr,4,3,1,3,3,3,3,No,0.7377,High
1698,33,Male,Divorced,Sales,Sales Representative,Life Sciences,3,2,5712,3K-6K,13,0,Travel_Rarely,1,No,11,5,0,0-1 yr,0,0,0,Promoted <=1yr,3,4,3,2,3,3,3,Yes,0.3994,Moderate
1699,34,Female,Divorced,Sales,Sales Representative,Other,3,3,5739,3K-6K,19,1,Travel_Rarely,6,No,13,2,13,10+ yr,0,1,0,Promoted <=1yr,6,3,3,4,2,2,3,No,0.4111,Moderate
1700,48,Male,Married,Research & Development,Research Scientist,Medical,3,5,17990,15K+ (High),15,1,Non-Travel,4,Yes,27,3,2,2-3 yr,0,2,0,Not Recently Promoted,3,1,4,3,1,3,3,No,0.4323,Moderate
1701,21,Female,Married,Research & Development,Laboratory Technician,Other,1,1,3193,3K-6K,11,1,Travel_Rarely,7,No,0,3,0,0-1 yr,0,0,0,Promoted <=1yr,3,3,1,2,3,3,3,No,0.3605,Moderate
1702,42,Female,Divorced,Research & Development,Research Director,Other,5,5,19878,15K+ (High),14,2,Travel_Rarely,5,Yes,21,3,5,4-6 yr,3,1,0,Promoted <=1yr,4,4,4,4,3,3,4,No,0.2393,Low
1703,30,Female,Single,Research & Development,Manufacturing Director,Other,4,3,7780,6K-10K,11,2,Travel_Rarely,2,Yes,9,3,4,4-6 yr,4,0,0,Promoted <=1yr,2,3,1,3,3,3,3,No,0.7009,High
1704,28,Male,Single,Research & Development,Research Scientist,Technical Degree,3,2,6063,6K-10K,17,0,Travel_Rarely,3,No,8,4,1,0-1 yr,0,0,1,Promoted <=1yr,0,4,2,4,4,3,3,No,0.4789,Moderate
1705,27,Male,Single,Research & Development,Manager,Technical Degree,3,2,4134,3K-6K,13,1,Travel_Frequently,1,Yes,6,4,6,4-6 yr,0,0,4,Promoted <=1yr,1,1,1,3,3,3,3,Yes,0.908,Critical
1706,33,Female,Married,Sales,Manager,Life Sciences,3,2,5119,3K-6K,16,0,Travel_Rarely,10,Yes,11,0,11,10+ yr,2,4,4,Not Recently Promoted,1,3,2,1,2,2,3,No,0.4935,Moderate
1707,53,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,5,17401,15K+ (High),20,1,Travel_Frequently,7,Yes,31,6,5,4-6 yr,0,5,2,Not Recently Promoted,2,1,4,4,3,3,3,No,0.5408,High
1708,51,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,3,5,17003,15K+ (High),15,2,Travel_Rarely,11,No,29,3,5,4-6 yr,2,3,2,Not Recently Promoted,2,3,1,2,3,2,4,No,0.215,Low
1709,46,Female,Married,Sales,Sales Representative,Life Sciences,3,4,13594,10K-15K,13,1,Travel_Rarely,1,Yes,20,1,0,0-1 yr,0,0,0,Promoted <=1yr,5,1,3,3,4,4,3,No,0.4708,Moderate
1710,27,Female,Married,Research & Development,Laboratory Technician,Life Sciences,4,1,2307,<3K (Low),13,1,Travel_Frequently,7,No,3,2,3,2-3 yr,3,0,0,Promoted <=1yr,4,3,3,4,2,2,3,No,0.3419,Moderate
1711,48,Female,Single,Sales,Sales Representative,Marketing,2,5,18905,15K+ (High),22,0,Travel_Rarely,11,No,24,2,4,4-6 yr,4,2,4,Not Recently Promoted,0,2,3,2,3,3,3,No,0.2575,Moderate
1712,50,Female,Divorced,Research & Development,Research Director,Medical,2,5,17964,15K+ (High),11,2,Travel_Rarely,2,No,27,1,15,10+ yr,2,0,3,Promoted <=1yr,2,4,4,4,4,3,3,No,0.0436,Low
1713,35,Male,Married,Sales,Sales Executive,Life Sciences,3,2,5104,3K-6K,14,0,Travel_Frequently,7,No,11,5,6,4-6 yr,6,0,1,Promoted <=1yr,4,4,2,4,4,3,3,Yes,0.403,Moderate
1714,36,Male,Single,Research & Development,Healthcare Representative,Technical Degree,2,3,9121,6K-10K,11,2,Travel_Rarely,24,No,14,3,1,0-1 yr,1,0,1,Promoted <=1yr,3,3,1,2,1,4,3,No,0.5222,High
1715,53,Male,Single,Research & Development,Laboratory Technician,Medical,4,5,15829,15K+ (High),11,0,Travel_Frequently,1,No,32,0,24,10+ yr,1,1,2,Promoted <=1yr,5,4,4,3,3,2,4,No,0.0747,Low
1716,25,Male,Divorced,Sales,Manager,Other,3,1,2156,<3K (Low),17,0,Travel_Rarely,8,No,4,2,1,0-1 yr,0,0,0,Promoted <=1yr,3,4,4,3,3,3,3,No,0.3915,Moderate
1717,45,Male,Single,Sales,Sales Executive,Life Sciences,1,4,12458,10K-15K,17,2,Travel_Rarely,3,Yes,22,2,1,0-1 yr,1,1,1,Promoted <=1yr,2,2,2,4,3,3,4,No,0.6674,High
1718,35,Male,Married,Research & Development,Laboratory Technician,Medical,3,3,7423,6K-10K,15,1,Travel_Rarely,3,Yes,12,1,12,10+ yr,1,0,0,Promoted <=1yr,4,4,1,4,3,4,3,No,0.265,Moderate
1719,34,Male,Married,Human Resources,Human Resources,Other,3,3,6691,6K-10K,15,2,Travel_Rarely,13,No,13,3,1,0-1 yr,0,1,0,Promoted <=1yr,0,3,2,3,3,3,3,No,0.4734,Moderate
1720,42,Female,Divorced,Sales,Manager,Other,3,4,10517,10K-15K,13,1,Non-Travel,12,No,18,3,6,4-6 yr,2,2,3,Not Recently Promoted,4,3,2,4,3,3,3,No,0.3497,Moderate
1721,53,Female,Married,Sales,Sales Representative,Marketing,3,5,14789,10K-15K,11,0,Non-Travel,18,No,32,2,8,7-10 yr,3,0,0,Promoted <=1yr,1,4,3,3,2,3,3,No,0.0923,Low
1722,18,Male,Married,Research & Development,Research Director,Medical,2,1,3383,3K-6K,19,0,Travel_Rarely,1,Yes,0,6,0,0-1 yr,0,0,0,Promoted <=1yr,2,4,3,3,3,4,4,No,0.5931,High
1723,22,Female,Single,Research & Development,Laboratory Technician,Other,4,1,2840,<3K (Low),18,0,Travel_Rarely,10,Yes,0,5,0,0-1 yr,0,0,0,Promoted <=1yr,6,3,4,3,4,2,3,No,0.7935,Critical
1724,54,Female,Single,Research & Development,Research Director,Other,4,5,13100,10K-15K,15,1,Travel_Rarely,9,No,32,1,3,2-3 yr,1,0,1,Promoted <=1yr,2,1,3,3,3,2,3,No,0.3335,Moderate
1725,34,Female,Single,Research & Development,Research Scientist,Other,3,3,7763,6K-10K,15,2,Travel_Rarely,7,Yes,12,2,0,0-1 yr,0,0,0,Promoted <=1yr,2,3,3,4,4,3,3,No,0.6047,High
1726,28,Male,Single,Human Resources,Manager,Human Resources,3,1,3056,3K-6K,13,0,Travel_Rarely,15,No,5,2,0,0-1 yr,0,0,0,Promoted <=1yr,4,4,4,3,2,2,3,No,0.5358,High
1727,34,Female,Single,Research & Development,Research Scientist,Medical,3,2,5813,3K-6K,17,3,Travel_Rarely,7,Yes,11,1,8,7-10 yr,0,3,2,Not Recently Promoted,3,3,4,4,3,4,3,No,0.4394,Moderate
1728,34,Male,Married,Research & Development,Research Scientist,Medical,3,2,4183,3K-6K,13,2,Travel_Rarely,1,No,10,3,2,2-3 yr,0,0,2,Promoted <=1yr,3,4,2,3,3,3,3,No,0.2844,Moderate
1729,32,Female,Married,Research & Development,Healthcare Representative,Other,4,4,14750,10K-15K,21,0,Travel_Rarely,4,Yes,12,4,4,4-6 yr,1,1,2,Promoted <=1yr,0,2,4,2,3,3,3,No,0.4136,Moderate
1730,30,Male,Married,Research & Development,Healthcare Representative,Medical,4,3,7354,6K-10K,15,3,Travel_Frequently,26,Yes,7,1,5,4-6 yr,1,1,2,Promoted <=1yr,6,1,4,1,2,3,3,No,0.8356,Critical
1731,43,Female,Single,Sales,Sales Representative,Life Sciences,4,5,20000,15K+ (High),18,0,Travel_Rarely,6,No,22,1,0,0-1 yr,0,0,0,Promoted <=1yr,1,3,4,2,1,3,3,No,0.1794,Low
1732,36,Male,Married,Sales,Manager,Marketing,4,3,5078,3K-6K,22,1,Travel_Rarely,10,No,13,0,0,0-1 yr,0,0,0,Promoted <=1yr,3,2,2,3,4,3,3,No,0.5032,High
1733,44,Male,Single,Research & Development,Laboratory Technician,Technical Degree,2,4,10759,10K-15K,16,2,Travel_Rarely,2,No,21,2,1,0-1 yr,1,0,1,Promoted <=1yr,3,3,3,4,2,3,3,No,0.2129,Low
1734,32,Male,Married,Research & Development,Manufacturing Director,Other,4,3,9316,6K-10K,11,0,Travel_Rarely,4,No,10,1,6,4-6 yr,0,1,2,Promoted <=1yr,2,3,3,3,3,2,3,No,0.3365,Moderate
1735,49,Male,Married,Human Resources,Human Resources,Human Resources,3,5,20000,15K+ (High),15,0,Travel_Frequently,2,No,26,1,2,2-3 yr,2,2,2,Not Recently Promoted,6,2,3,2,1,3,3,No,0.3667,Moderate
1736,31,Female,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,2,4758,3K-6K,11,3,Travel_Rarely,1,No,11,2,0,0-1 yr,0,0,0,Promoted <=1yr,2,3,1,4,3,3,3,No,0.4172,Moderate
1737,31,Female,Married,Research & Development,Manager,Life Sciences,4,2,4548,3K-6K,19,2,Travel_Rarely,16,No,8,5,8,7-10 yr,0,0,0,Promoted <=1yr,2,3,1,3,1,2,4,No,0.6172,High
1738,28,Male,Single,Research & Development,Healthcare Representative,Life Sciences,3,1,2737,<3K (Low),21,1,Travel_Rarely,8,Yes,5,2,5,4-6 yr,1,5,0,Not Recently Promoted,3,4,4,1,3,3,3,No,0.756,Critical
1739,28,Female,Married,Research & Development,Healthcare Representative,Life Sciences,5,1,1693,<3K (Low),12,0,Non-Travel,7,Yes,5,2,3,2-3 yr,2,3,1,Not Recently Promoted,0,2,4,4,3,2,3,Yes,0.6542,High
1740,34,Male,Divorced,Research & Development,Research Director,Medical,3,2,2671,<3K (Low),18,2,Travel_Rarely,13,No,10,5,4,4-6 yr,1,0,1,Promoted <=1yr,5,2,4,4,2,3,3,Yes,0.574,High
1741,26,Male,Single,Research & Development,Manufacturing Director,Technical Degree,1,1,3041,3K-6K,11,0,Travel_Rarely,6,Yes,4,4,4,4-6 yr,4,0,0,Promoted <=1yr,5,4,3,2,3,4,3,No,0.7178,High
1742,33,Male,Married,Research & Development,Manager,Technical Degree,3,3,6169,6K-10K,19,0,Travel_Rarely,4,No,13,4,3,2-3 yr,3,0,0,Promoted <=1yr,0,2,3,1,1,3,3,Yes,0.4319,Moderate
1743,47,Male,Married,Sales,Sales Executive,Other,3,5,20000,15K+ (High),13,0,Travel_Rarely,1,No,25,3,0,0-1 yr,0,0,0,Promoted <=1yr,2,3,4,3,2,3,3,No,0.145,Low
1744,46,Male,Married,Research & Development,Manufacturing Director,Technical Degree,1,5,19477,15K+ (High),13,0,Travel_Rarely,5,No,25,0,4,4-6 yr,1,1,3,Promoted <=1yr,3,3,1,4,3,3,3,No,0.1819,Low
1745,43,Male,Single,Research & Development,Research Scientist,Life Sciences,1,4,12327,10K-15K,19,1,Travel_Rarely,9,No,23,3,0,0-1 yr,0,0,0,Promoted <=1yr,2,2,4,1,3,2,3,No,0.4378,Moderate
1746,30,Male,Single,Research & Development,Manager,Medical,1,2,4052,3K-6K,11,1,Travel_Rarely,1,No,7,3,3,2-3 yr,0,3,0,Not Recently Promoted,2,1,3,3,3,2,4,No,0.7909,Critical
1747,46,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,4,9344,6K-10K,11,1,Travel_Frequently,1,No,22,5,0,0-1 yr,0,0,0,Promoted <=1yr,3,4,3,3,3,3,3,No,0.5262,High
1748,28,Female,Married,Sales,Manager,Life Sciences,4,1,2976,<3K (Low),18,0,Travel_Frequently,11,No,4,2,4,4-6 yr,1,4,0,Not Recently Promoted,2,4,3,2,3,4,4,No,0.4069,Moderate
1749,44,Male,Married,Research & Development,Research Director,Technical Degree,3,4,10285,10K-15K,13,2,Travel_Rarely,1,No,22,1,3,2-3 yr,3,0,1,Promoted <=1yr,2,3,2,1,3,2,4,Yes,0.1868,Low
1750,28,Female,Married,Research & Development,Healthcare Representative,Other,2,1,2355,<3K (Low),21,0,Travel_Rarely,8,No,4,2,3,2-3 yr,0,0,1,Promoted <=1yr,3,3,4,3,2,1,3,No,0.437,Moderate
1751,35,Male,Married,Sales,Manager,Marketing,1,2,3304,3K-6K,20,1,Travel_Frequently,2,No,11,1,6,4-6 yr,1,0,1,Promoted <=1yr,6,3,3,4,3,2,3,No,0.5193,High
1752,18,Male,Divorced,Research & Development,Laboratory Technician,Other,3,1,2768,<3K (Low),11,0,Travel_Rarely,1,Yes,0,2,0,0-1 yr,0,0,0,Promoted <=1yr,1,2,2,3,2,4,3,Yes,0.6759,High
1753,28,Male,Divorced,Research & Development,Manager,Life Sciences,3,2,3668,3K-6K,12,0,Travel_Rarely,1,Yes,8,4,7,7-10 yr,1,1,6,Promoted <=1yr,4,4,4,3,3,3,3,No,0.6518,High
1754,53,Male,Married,Research & Development,Research Director,Life Sciences,4,5,20000,15K+ (High),11,0,Travel_Rarely,1,No,29,1,4,4-6 yr,1,4,0,Not Recently Promoted,0,1,4,4,3,3,3,No,0.1099,Low
1755,41,Male,Single,Sales,Sales Representative,Marketing,3,4,10427,10K-15K,13,0,Travel_Rarely,1,No,19,1,0,0-1 yr,0,0,0,Promoted <=1yr,1,3,1,2,3,3,3,No,0.3736,Moderate
1756,28,Male,Divorced,Research & Development,Manager,Other,2,1,3247,3K-6K,15,1,Travel_Rarely,10,No,4,3,4,4-6 yr,1,4,1,Not Recently Promoted,0,2,1,2,3,3,3,No,0.7514,Critical
1757,33,Female,Married,Sales,Manager,Other,4,4,14757,10K-15K,13,2,Travel_Frequently,1,No,12,4,5,4-6 yr,1,3,0,Not Recently Promoted,6,4,3,4,2,2,3,Yes,0.2972,Moderate
1758,41,Male,Married,Research & Development,Manufacturing Director,Medical,3,4,11741,10K-15K,16,2,Travel_Frequently,5,No,19,5,0,0-1 yr,0,0,0,Promoted <=1yr,2,4,2,3,3,4,4,No,0.3349,Moderate
1759,23,Male,Divorced,Sales,Manager,Marketing,3,1,2076,<3K (Low),14,0,Travel_Rarely,6,Yes,2,4,0,0-1 yr,0,0,0,Promoted <=1yr,4,4,1,3,3,4,3,Yes,0.7569,Critical
1760,28,Male,Married,Research & Development,Research Director,Technical Degree,3,2,3371,3K-6K,12,0,Travel_Frequently,10,No,7,2,7,7-10 yr,3,0,0,Promoted <=1yr,5,4,1,2,2,3,3,No,0.436,Moderate
1761,47,Male,Divorced,Research & Development,Laboratory Technician,Other,3,5,19536,15K+ (High),15,0,Travel_Rarely,1,Yes,26,4,1,0-1 yr,0,0,0,Promoted <=1yr,1,2,3,1,3,3,3,No,0.3408,Moderate
1762,33,Female,Married,Research & Development,Healthcare Representative,Medical,4,2,3733,3K-6K,14,1,Travel_Rarely,3,Yes,11,0,0,0-1 yr,0,0,0,Promoted <=1yr,4,3,3,4,4,3,3,No,0.5171,High
1763,44,Female,Divorced,Research & Development,Research Director,Life Sciences,2,4,10508,10K-15K,14,0,Travel_Rarely,8,No,21,4,3,2-3 yr,3,2,2,Not Recently Promoted,5,2,3,4,3,3,3,No,0.4015,Moderate
1764,19,Female,Married,Sales,Manager,Marketing,3,1,1929,<3K (Low),16,3,Travel_Rarely,12,No,0,4,0,0-1 yr,0,0,0,Promoted <=1yr,5,4,3,4,3,3,3,No,0.4647,Moderate
1765,33,Female,Single,Sales,Sales Representative,Marketing,3,2,4351,3K-6K,12,0,Travel_Frequently,13,No,11,1,4,4-6 yr,0,1,3,Promoted <=1yr,3,3,3,1,3,3,4,No,0.5057,High
1766,28,Male,Single,Sales,Manager,Other,4,3,6448,6K-10K,13,0,Travel_Rarely,4,No,7,2,2,2-3 yr,1,0,0,Promoted <=1yr,6,4,4,3,1,3,3,No,0.4027,Moderate
1767,29,Female,Single,Research & Development,Research Scientist,Technical Degree,4,3,4906,3K-6K,11,2,Non-Travel,25,Yes,9,4,3,2-3 yr,0,0,0,Promoted <=1yr,2,2,3,3,3,2,3,Yes,0.85,Critical
1768,28,Female,Single,Research & Development,Research Scientist,Technical Degree,2,2,4727,3K-6K,22,1,Travel_Rarely,3,No,6,3,2,2-3 yr,2,1,1,Promoted <=1yr,2,4,2,1,3,3,3,No,0.493,Moderate
1769,52,Male,Single,Research & Development,Research Scientist,Life Sciences,3,5,13122,10K-15K,15,1,Travel_Rarely,1,Yes,32,2,3,2-3 yr,2,0,1,Promoted <=1yr,4,1,1,4,2,4,4,No,0.5054,High
1770,48,Male,Married,Research & Development,Manufacturing Director,Technical Degree,4,5,20000,15K+ (High),14,0,Travel_Rarely,3,Yes,27,1,5,4-6 yr,1,0,0,Promoted <=1yr,1,3,1,3,3,2,3,No,0.3212,Moderate
1771,26,Female,Divorced,Sales,Sales Executive,Life Sciences,5,2,4496,3K-6K,17,0,Travel_Rarely,2,No,3,4,3,2-3 yr,0,0,0,Promoted <=1yr,6,2,4,4,1,4,3,No,0.5042,High
1772,38,Male,Single,Research & Development,Manager,Technical Degree,4,3,9054,6K-10K,15,0,Travel_Frequently,1,Yes,17,2,3,2-3 yr,1,0,2,Promoted <=1yr,5,4,1,1,2,3,3,No,0.7484,High
1773,21,Female,Married,Sales,Sales Representative,Marketing,1,1,2784,<3K (Low),17,2,Non-Travel,8,Yes,1,8,1,0-1 yr,0,1,1,Promoted <=1yr,1,4,1,2,2,3,3,Yes,0.6701,High
1774,43,Female,Single,Research & Development,Healthcare Representative,Life Sciences,1,3,8361,6K-10K,12,2,Travel_Frequently,5,Yes,17,4,0,0-1 yr,0,0,0,Promoted <=1yr,3,4,4,4,3,3,3,No,0.5834,High
1775,32,Female,Married,Research & Development,Manager,Medical,3,2,4662,3K-6K,11,1,Non-Travel,11,No,11,1,3,2-3 yr,2,1,1,Promoted <=1yr,1,4,3,3,3,3,3,No,0.3364,Moderate
1776,18,Male,Divorced,Research & Development,Research Scientist,Other,4,1,2310,<3K (Low),14,0,Travel_Rarely,6,No,0,3,0,0-1 yr,0,0,0,Promoted <=1yr,3,2,3,3,2,2,4,Yes,0.6265,High
1777,60,Male,Divorced,Research & Development,Research Director,Medical,4,5,14557,10K-15K,20,0,Travel_Rarely,5,No,37,2,5,4-6 yr,5,2,1,Not Recently Promoted,3,1,3,3,2,3,3,No,0.2583,Moderate
1778,50,Male,Single,Research & Development,Manufacturing Director,Medical,4,5,18065,15K+ (High),15,1,Travel_Rarely,15,No,24,1,7,7-10 yr,2,3,3,Not Recently Promoted,6,4,3,3,1,1,3,No,0.2859,Moderate
1779,31,Female,Divorced,Research & Development,Manufacturing Director,Medical,3,2,5868,3K-6K,20,0,Travel_Rarely,2,Yes,9,2,9,7-10 yr,3,2,2,Not Recently Promoted,2,1,1,3,3,2,3,Yes,0.8591,Critical
1780,42,Male,Single,Research & Development,Research Scientist,Life Sciences,2,4,12038,10K-15K,13,2,Travel_Rarely,1,No,21,4,4,4-6 yr,0,0,0,Promoted <=1yr,5,4,4,4,3,3,3,No,0.2645,Moderate
1781,32,Female,Married,Sales,Sales Executive,Life Sciences,4,2,5096,3K-6K,17,0,Non-Travel,8,Yes,10,3,1,0-1 yr,1,1,1,Promoted <=1yr,3,3,2,1,3,3,3,No,0.7281,High
1782,36,Male,Married,Sales,Manager,Marketing,3,3,6771,6K-10K,18,1,Non-Travel,26,No,12,3,12,10+ yr,0,2,0,Not Recently Promoted,2,2,3,4,2,4,3,No,0.4297,Moderate
1783,37,Male,Married,Research & Development,Manager,Other,2,3,8012,6K-10K,19,0,Travel_Rarely,9,No,17,2,7,7-10 yr,7,1,0,Promoted <=1yr,3,4,1,2,4,2,3,No,0.5081,High
1784,37,Male,Divorced,Research & Development,Manager,Medical,3,3,8061,6K-10K,12,0,Travel_Rarely,10,No,16,2,9,7-10 yr,1,3,4,Not Recently Promoted,2,3,4,1,3,3,3,No,0.3777,Moderate
1785,36,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,3,6140,6K-10K,16,2,Travel_Frequently,5,No,15,2,1,0-1 yr,1,0,1,Promoted <=1yr,4,2,1,3,3,4,3,Yes,0.6492,High
1786,33,Male,Divorced,Sales,Manager,Life Sciences,4,3,8657,6K-10K,11,0,Travel_Rarely,10,Yes,11,3,0,0-1 yr,0,0,0,Promoted <=1yr,3,2,1,4,3,3,3,Yes,0.7433,High
1787,33,Male,Married,Sales,Manager,Marketing,5,3,5905,3K-6K,15,1,Non-Travel,9,Yes,12,6,4,4-6 yr,0,4,0,Not Recently Promoted,2,4,2,2,2,2,3,No,0.6877,High
1788,31,Male,Married,Sales,Manager,Other,4,2,6636,6K-10K,16,3,Non-Travel,3,No,7,1,2,2-3 yr,2,0,0,Promoted <=1yr,2,3,4,1,3,2,4,No,0.3176,Moderate
1789,40,Male,Married,Sales,Sales Executive,Marketing,3,3,6735,6K-10K,11,0,Travel_Rarely,4,No,17,4,9,7-10 yr,3,4,0,Not Recently Promoted,2,2,4,4,3,2,3,No,0.4418,Moderate
1790,18,Male,Married,Human Resources,Human Resources,Human Resources,4,2,3643,3K-6K,15,1,Travel_Rarely,1,No,0,2,0,0-1 yr,0,0,0,Promoted <=1yr,3,4,3,4,3,2,3,No,0.4975,Moderate
1791,33,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,3,7741,6K-10K,13,2,Non-Travel,5,Yes,13,6,2,2-3 yr,2,1,2,Promoted <=1yr,4,4,4,1,3,3,3,Yes,0.4376,Moderate
1792,30,Female,Single,Research & Development,Manager,Life Sciences,2,2,6248,6K-10K,16,0,Travel_Rarely,5,No,8,1,3,2-3 yr,3,3,0,Not Recently Promoted,5,1,1,1,3,3,3,Yes,0.8409,Critical
1793,29,Male,Married,Human Resources,Manager,Other,3,2,4586,3K-6K,12,0,Travel_Rarely,7,No,7,4,4,4-6 yr,0,1,3,Promoted <=1yr,1,4,3,1,3,3,4,No,0.2539,Moderate
1794,43,Male,Married,Research & Development,Research Director,Life Sciences,3,4,12489,10K-15K,11,3,Non-Travel,3,No,20,4,7,7-10 yr,1,0,0,Promoted <=1yr,4,2,1,3,2,3,3,No,0.3196,Moderate
1795,31,Female,Single,Research & Development,Research Scientist,Technical Degree,3,2,4844,3K-6K,12,1,Travel_Rarely,3,No,11,4,0,0-1 yr,0,0,0,Promoted <=1yr,3,1,3,3,3,3,3,No,0.6066,High
1796,34,Female,Single,Sales,Sales Representative,Life Sciences,1,3,7100,6K-10K,11,0,Travel_Rarely,4,No,13,0,3,2-3 yr,2,3,1,Not Recently Promoted,2,4,4,3,2,4,3,No,0.2401,Low
1797,31,Male,Single,Sales,Sales Representative,Other,4,2,4635,3K-6K,15,3,Travel_Rarely,10,No,9,3,7,7-10 yr,0,0,1,Promoted <=1yr,3,1,4,2,1,3,3,Yes,0.5276,High
1798,28,Male,Married,Human Resources,Human Resources,Other,3,1,2593,<3K (Low),14,3,Travel_Rarely,29,No,5,4,0,0-1 yr,0,0,0,Promoted <=1yr,2,4,3,1,3,4,3,Yes,0.5077,High
1799,51,Male,Married,Research & Development,Healthcare Representative,Other,5,5,15657,15K+ (High),15,2,Travel_Rarely,5,No,29,3,3,2-3 yr,3,0,0,Promoted <=1yr,0,2,4,2,2,3,3,No,0.1283,Low
1800,39,Female,Married,Research & Development,Manufacturing Director,Life Sciences,3,4,9311,6K-10K,13,0,Travel_Rarely,10,No,18,3,11,10+ yr,1,0,0,Promoted <=1yr,1,3,2,2,3,1,3,No,0.3681,Moderate
1801,34,Female,Single,Research & Development,Healthcare Representative,Life Sciences,1,3,6576,6K-10K,11,1,Non-Travel,5,Yes,14,2,7,7-10 yr,3,0,0,Promoted <=1yr,2,4,3,1,3,2,3,No,0.5297,High
1802,48,Male,Married,Research & Development,Laboratory Technician,Other,3,5,20000,15K+ (High),14,0,Travel_Rarely,2,No,28,3,8,7-10 yr,0,1,2,Promoted <=1yr,3,4,3,3,3,4,3,No,0.0696,Low
1803,34,Female,Single,Sales,Manager,Other,1,3,7528,6K-10K,12,0,Travel_Rarely,29,Yes,12,1,5,4-6 yr,0,0,1,Promoted <=1yr,1,4,1,4,2,2,3,Yes,0.666,High
1804,24,Male,Single,Research & Development,Manager,Life Sciences,2,1,2474,<3K (Low),14,2,Travel_Frequently,16,No,0,3,0,0-1 yr,0,0,0,Promoted <=1yr,2,2,3,3,3,3,3,Yes,0.857,Critical
1805,55,Female,Married,Research & Development,Research Director,Technical Degree,2,5,19590,15K+ (High),18,0,Travel_Rarely,6,Yes,34,5,5,4-6 yr,0,3,0,Not Recently Promoted,3,1,2,4,3,4,3,No,0.4228,Moderate
1806,41,Female,Married,Sales,Sales Representative,Marketing,3,4,10246,10K-15K,15,1,Travel_Rarely,1,Yes,18,3,9,7-10 yr,1,0,8,Promoted <=1yr,5,1,1,3,2,4,3,No,0.4226,Moderate
1807,39,Male,Married,Sales,Manager,Other,3,4,11526,10K-15K,16,0,Travel_Rarely,21,Yes,18,2,11,10+ yr,0,2,0,Not Recently Promoted,3,4,2,4,4,2,4,No,0.5696,High
1808,42,Male,Divorced,Human Resources,Manager,Other,4,4,10370,10K-15K,11,2,Travel_Frequently,19,Yes,21,4,0,0-1 yr,0,0,0,Promoted <=1yr,4,4,4,1,3,1,3,Yes,0.715,High
1809,28,Female,Single,Research & Development,Research Scientist,Other,3,2,5639,3K-6K,17,0,Travel_Rarely,1,No,6,1,6,4-6 yr,0,2,1,Not Recently Promoted,3,2,3,2,2,2,4,No,0.5378,High
1810,39,Male,Single,Research & Development,Research Scientist,Medical,3,4,12681,10K-15K,13,1,Travel_Rarely,8,No,19,2,7,7-10 yr,3,0,0,Promoted <=1yr,3,3,4,4,2,3,3,No,0.1964,Low
1811,43,Female,Single,Research & Development,Healthcare Representative,Life Sciences,3,4,9848,6K-10K,12,0,Travel_Rarely,2,Yes,20,3,0,0-1 yr,0,0,0,Promoted <=1yr,2,3,3,4,2,3,3,Yes,0.5283,High
1812,29,Female,Married,Sales,Manager,Life Sciences,4,3,6520,6K-10K,13,1,Travel_Rarely,1,No,7,4,5,4-6 yr,2,2,0,Not Recently Promoted,1,1,4,1,3,2,3,Yes,0.4449,Moderate
